osm_type,osm_id,category,name,name_ar,lat,lon,building_area_m2,addr_full,addr_city,operator,capacity,raw_tags,capacity_estimate,capacity_source,display_name,pm2_5,pm10,carbon_monoxide,ozone,nitrogen_dioxide,sulphur_dioxide,us_aqi,observation_time
node,5820508274,place_of_worship,,,36.8536353,6.9754425,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 242,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,5827569918,place_of_worship,,,36.3137826,7.1588648,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 243,12.0,18.1,145.0,122.0,2.7,2.1,55,2026-08-16T15:00
node,5856192385,school,,,36.6324076,4.6146708,,,,,,"{""amenity"": ""school"", ""name:en"": ""Ecole primaire de farhoun""}",300,default_estimate,مدرسة رقم 92,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,5856205486,school,الحرية,الحرية,36.1596498,6.1686941,,,,,,"{""amenity"": ""school"", ""name"": ""الحرية"", ""name:ar"": ""الحرية"", ""name:fr"": ""La liberté""}",300,default_estimate,الحرية,12.1,16.3,112.0,96.0,0.6,0.5,55,2026-08-16T15:00
node,5864503085,health_facility,المؤسسة العمومية للصحة الجوارية,المؤسسة العمومية للصحة الجوارية مرزوق إبراهيم,36.7556529,8.3225196,,,,,,"{""amenity"": ""clinic"", ""name"": ""المؤسسة العمومية للصحة الجوارية"", ""name:ar"": ""المؤسسة العمومية للصحة الجوارية مرزوق إبراهيم"", ""name:fr"": ""polyclinique ayouss""}",20,default_estimate_non_shelter,المؤسسة العمومية للصحة الجوارية,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,5884940986,health_facility,,,36.4936234,5.2769298,,,,,,"{""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""healthcare:speciality"": ""multi_speciality"", ""language:ar"": ""main""}",20,default_estimate_non_shelter,منشأة صحية رقم 33,11.3,27.4,122.0,94.0,0.7,0.5,60,2026-08-16T15:00
node,5889185885,health_facility,Consultation psychiatrique externe - Chihani Bachir,,36.3741467,6.625348,,,,,,"{""addr:street"": ""Boulevard Chihani Bachir"", ""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name:fr"": ""Consultation psychiatrique externe - Chihani Bachir""}",100,default_estimate_non_shelter,Consultation psychiatrique externe - Chihani Bachir,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,5894376488,school,école primaire,مدرسة ابتدائية,36.8349229,6.545743,,,,,,"{""amenity"": ""school"", ""language:ar"": ""main"", ""name"": ""école primaire"", ""name:ar"": ""مدرسة ابتدائية"", ""school:language"": ""ar""}",300,default_estimate,école primaire,14.9,21.5,153.0,132.0,1.1,1.0,61,2026-08-16T15:00
node,5904243345,fire_station,وحدة الحماية المدنية الشهيد بوسطلة عمر,وحدة الحماية المدنية الشهيد بوسطلة عمر,36.8044602,7.70961,,,,Ministère de l'Intérieur et des Collectivités locales,,"{""amenity"": ""fire_station"", ""brand"": ""Protection civile algérienne"", ""brand:ar"": ""الحماية المدنية الجزائرية"", ""brand:fr"": ""Protection civile algérienne"", ""brand:wikidata"": ""Q3407913"", ""brand:wikipedia"": ""fr:Protection civile en Algérie"", ""name"": ""وحدة الحماية المدنية الشهيد بوسطلة عمر"", ""name:ar"": ""وحدة الحماية المدنية الشهيد بوسطلة عمر"", ""name:ber"": ""ⴰⵃⵓⴷⴷⵓ ⴰⵖⴰⵔⵉⵎ"", ""name:fr"": ""Protection civile"", ""name:kab"": ""Aḥuddu aɣarim"", ""operator"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:ar"": ""وزارة الداخلية والجماعات المحلية والتهيئة العمرانية"", ""operator:fr"": ""Ministère de l'Intérieur et des Collectivités locales"", ""operator:website"": ""https://www.interieur.gov.dz/index.php/fr/"", ""operator:wikidata"": ""Q3315224"", ""operator:wikipedia"": ""fr:Ministère de l'Intérieur et des Collectivités locales"", ""wikidata"": ""Q3407913"", ""wikipedia"": ""fr:Protection civile en Algérie""}",30,default_estimate_non_shelter,وحدة الحماية المدنية الشهيد بوسطلة عمر,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,5908377672,school,مدرسة,مدرسة,36.3036427,5.6144591,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة"", ""name:ar"": ""مدرسة"", ""name:fr"": ""Ecole Mechta Bou Touil""}",300,default_estimate,مدرسة,11.3,27.4,122.0,94.0,0.7,0.5,60,2026-08-16T15:00
node,5908398814,place_of_worship,mosque boutouil,,36.3077373,5.6149214,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""mosque boutouil"", ""religion"": ""muslim""}",200,default_estimate,mosque boutouil,11.3,27.4,122.0,94.0,0.7,0.5,60,2026-08-16T15:00
node,5910098585,school,مدرسة إبتدائية,مدرسة إبتدائية,36.129992,5.8387695,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة إبتدائية"", ""name:ar"": ""مدرسة إبتدائية"", ""name:fr"": ""École primaire""}",300,default_estimate,مدرسة إبتدائية,12.1,16.3,112.0,96.0,0.6,0.5,55,2026-08-16T15:00
node,5910159387,place_of_worship,mosque abu dar el ghifari,مسجد ابي ذر الغفاري,36.1304297,5.8438111,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""mosque abu dar el ghifari"", ""name:ar"": ""مسجد ابي ذر الغفاري"", ""religion"": ""muslim""}",200,default_estimate,mosque abu dar el ghifari,12.1,16.3,112.0,96.0,0.6,0.5,55,2026-08-16T15:00
node,5913754485,health_facility,عيادة متعددة الخدمات الصحية محفوظي العمري,عيادة متعددة الخدمات الصحية محفوظي العمري,36.1304673,5.0795389,,,,,,"{""amenity"": ""hospital"", ""name"": ""عيادة متعددة الخدمات الصحية محفوظي العمري"", ""name:ar"": ""عيادة متعددة الخدمات الصحية محفوظي العمري"", ""name:en"": ""Polyclinique Mahfoudi Lamri"", ""name:fr"": ""Polyclinique Mahfoudi Lamri""}",100,default_estimate_non_shelter,عيادة متعددة الخدمات الصحية محفوظي العمري,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,5916146186,place_of_worship,مسجد عمر بن الخطاب,مسجد عمر بن الخطاب,36.5096259,8.0996239,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""مسجد عمر بن الخطاب"", ""name:ar"": ""مسجد عمر بن الخطاب"", ""name:fr"": ""mosque omar ibn khatab""}",200,default_estimate,مسجد عمر بن الخطاب,10.8,21.2,135.0,112.0,0.9,0.6,50,2026-08-16T15:00
node,5941505098,school,École primaire Tizi el Had,,36.613322,4.8983118,,,,,,"{""amenity"": ""school"", ""name"": ""École primaire Tizi el Had"", ""name:fr"": ""École primaire Tizi el Had""}",300,default_estimate,École primaire Tizi el Had,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,5959286086,place_of_worship,,,36.5698416,7.3806258,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 244,10.3,19.7,133.0,113.0,1.0,0.8,54,2026-08-16T15:00
node,5962222545,place_of_worship,,,36.7062428,7.3089438,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 245,10.3,19.7,133.0,113.0,1.0,0.8,54,2026-08-16T15:00
node,5962505749,place_of_worship,Mosquee مسجد الامام البخاري,,36.7020285,7.3030932,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Mosquee مسجد الامام البخاري"", ""name:en"": ""Mosquee el aimam boukhare"", ""religion"": ""muslim""}",200,default_estimate,Mosquee مسجد الامام البخاري,10.3,19.7,133.0,113.0,1.0,0.8,54,2026-08-16T15:00
node,5962505750,place_of_worship,مسجد المحسنين,,36.6986113,7.3071665,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""مسجد المحسنين"", ""name:en"": ""Mosquee el mouhsinin"", ""religion"": ""muslim""}",200,default_estimate,مسجد المحسنين,10.3,19.7,133.0,113.0,1.0,0.8,54,2026-08-16T15:00
node,5970440672,place_of_worship,,,36.7346722,7.317948,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 246,10.3,19.7,133.0,113.0,1.0,0.8,54,2026-08-16T15:00
node,5973600187,school,École Rabah Cherif,,36.4382048,4.9273214,,,,,,"{""amenity"": ""school"", ""name:fr"": ""École Rabah Cherif""}",300,default_estimate,École Rabah Cherif,13.4,28.1,131.0,102.0,0.7,0.6,61,2026-08-16T15:00
node,5981723199,place_of_worship,مسجد صلاح الدين الايوبي,,36.5909517,7.3274826,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""مسجد صلاح الدين الايوبي"", ""name:fr"": ""Mosquee salah dine Elayoubi"", ""religion"": ""muslim""}",200,default_estimate,مسجد صلاح الدين الايوبي,10.3,19.7,133.0,113.0,1.0,0.8,54,2026-08-16T15:00
node,5999943586,health_facility,عيادة خاصة بوكرو,عيادة خاصة بوكرو,36.3019232,6.6247627,,,,,,"{""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""عيادة خاصة بوكرو"", ""name:ar"": ""عيادة خاصة بوكرو"", ""name:en"": ""Clinique boukerrou"", ""name:fr"": ""Clinique Boukerrou""}",20,default_estimate_non_shelter,عيادة خاصة بوكرو,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,6010299086,school,متوسطة قليل سعد,متوسطة قليل سعد,36.2526012,6.5720864,,,,,,"{""amenity"": ""school"", ""name"": ""متوسطة قليل سعد"", ""name:ar"": ""متوسطة قليل سعد"", ""name:fr"": ""École élémentaire""}",300,default_estimate,متوسطة قليل سعد,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,6020427885,school,طيبي العمري,طيبي العمري,36.066163,5.4875331,,,,,,"{""amenity"": ""school"", ""name"": ""طيبي العمري"", ""name:ar"": ""طيبي العمري"", ""name:fr"": ""Taibi lamri""}",300,default_estimate,طيبي العمري,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,6032726287,school,"المدرسة اﻹبتدائية "" اﻹخوة جاووت""",,36.861525,4.5174124,,,,,,"{""amenity"": ""school"", ""name"": ""المدرسة اﻹبتدائية \"" اﻹخوة جاووت\"""", ""name:fr"": ""École primaire \""les frères Djaout\""""}",300,default_estimate,"المدرسة اﻹبتدائية "" اﻹخوة جاووت""",18.9,26.2,151.0,128.0,0.8,0.6,65,2026-08-16T15:00
node,6042199946,place_of_worship,,,36.1730928,4.8265332,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 247,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6042201046,place_of_worship,,,36.1910141,4.8222631,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 248,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6042217849,place_of_worship,,,36.2098532,4.8005855,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 249,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6042217866,place_of_worship,,,36.2174404,4.7890735,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 250,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6042471140,place_of_worship,,,36.2331535,4.8583335,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 251,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6042484939,place_of_worship,,,36.1932675,4.8611498,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 252,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6042498959,place_of_worship,,,36.1840652,4.8776936,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 253,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6044549213,place_of_worship,,,36.1544094,4.9832439,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 254,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6044615064,place_of_worship,,,36.1833009,4.9367613,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 255,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6044615923,place_of_worship,,,36.2180637,4.9678051,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 256,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6049821990,place_of_worship,,,36.1968802,4.9456662,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 257,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6049963667,place_of_worship,,,36.1820431,4.9041295,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 258,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6050905899,place_of_worship,Sidi Yahya,,36.1224415,4.5323539,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""Sidi Yahya"", ""name:fr"": ""Sidi Yahya"", ""religion"": ""muslim""}",200,default_estimate,Sidi Yahya,15.5,28.7,108.0,88.0,0.5,0.6,62,2026-08-16T15:00
node,6051030225,place_of_worship,,,36.0308698,4.6089256,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 259,15.5,28.7,108.0,88.0,0.5,0.6,62,2026-08-16T15:00
node,6051544520,place_of_worship,,,36.1198611,4.6408036,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 260,15.5,28.7,108.0,88.0,0.5,0.6,62,2026-08-16T15:00
node,6052911586,health_facility,الحكيمة بوعروج,الحكيمة بوعروج,36.4482963,6.2648324,,,,,,"{""amenity"": ""hospital"", ""healthcare"": ""hospital"", ""name"": ""الحكيمة بوعروج"", ""name:ar"": ""الحكيمة بوعروج"", ""name:fr"": ""Bouaroudj""}",100,default_estimate_non_shelter,الحكيمة بوعروج,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,6055674610,place_of_worship,,,36.0902873,5.0038111,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 261,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6055727673,place_of_worship,,,36.1046064,4.9934739,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 262,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6072986291,school,,,36.8759915,7.7384337,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 93,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6072986292,school,,,36.8756531,7.7327339,,,,,,"{""amenity"": ""school""}",300,default_estimate,مدرسة رقم 94,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6072986303,school,CEM Brari Lekhmissi,,36.8717937,7.72683,,,,,,"{""amenity"": ""school"", ""name:fr"": ""CEM Brari Lekhmissi""}",300,default_estimate,CEM Brari Lekhmissi,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6072986317,school,CEM,,36.842364,7.7380639,,,,,,"{""amenity"": ""school"", ""name:fr"": ""CEM""}",300,default_estimate,CEM,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6072986318,school,Primaire,,36.8422364,7.7391026,,,,,,"{""amenity"": ""school"", ""name:fr"": ""Primaire""}",300,default_estimate,Primaire,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6073007985,health_facility,Centre de la toxicomanie,,36.8747338,7.7322737,,,,,,"{""amenity"": ""clinic"", ""name:fr"": ""Centre de la toxicomanie""}",20,default_estimate_non_shelter,Centre de la toxicomanie,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6073009786,school,Lycée Djlamda Med,,36.8751331,7.7393943,,,,,,"{""amenity"": ""school"", ""name:fr"": ""Lycée Djlamda Med""}",300,default_estimate,Lycée Djlamda Med,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6073010191,school,Lycée,,36.8421172,7.7400413,,,,,,"{""amenity"": ""school"", ""name:fr"": ""Lycée""}",300,default_estimate,Lycée,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6095542485,health_facility,المركز الصحي الاجتماعي,,36.8447836,6.9329197,,,,,,"{""addr:postcode"": ""21038"", ""addr:street"": ""Hamadi kroma s.l.m.b"", ""amenity"": ""clinic"", ""name"": ""المركز الصحي الاجتماعي"", ""name:fr"": ""Centre de santé sociale"", ""opening_hours"": ""Sa-Th 08:00-17:00""}",20,default_estimate_non_shelter,المركز الصحي الاجتماعي,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,6098181885,school,متوسطة قريبة رابح,متوسطة قريبة رابح,36.2594986,6.6001244,,,,,,"{""amenity"": ""school"", ""education"": ""school"", ""name"": ""متوسطة قريبة رابح"", ""name:ar"": ""متوسطة قريبة رابح"", ""name:fr"": ""CEM Rabah Kriba""}",300,default_estimate,متوسطة قريبة رابح,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,6123945886,school,مدرسة الشهيد تعابني احمد الابتدائية,مدرسة الشهيد تعابني احمد الابتدائية,36.8264886,6.8881123,,,,,,"{""addr:postcode"": ""21015"", ""addr:street"": ""Cite zaghdoud majid elhadaik"", ""amenity"": ""school"", ""name:ar"": ""مدرسة الشهيد تعابني احمد الابتدائية"", ""name:fr"": ""École primaire Chahid Taabni Ahmed""}",300,default_estimate,مدرسة الشهيد تعابني احمد الابتدائية,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,6123968486,school,متوسطة عبد الحميد بن باديس,,36.8284053,6.8878388,,,,,,"{""addr:postcode"": ""21015"", ""addr:street"": ""Citè bohamra elhadeik"", ""amenity"": ""school"", ""name"": ""متوسطة عبد الحميد بن باديس"", ""name:fr"": ""C.E.M abd hamid ibn badiss""}",300,default_estimate,متوسطة عبد الحميد بن باديس,18.2,23.7,155.0,131.0,0.8,0.8,62,2026-08-16T15:00
node,6137471885,place_of_worship,مسجد الامام الشافعي,مسجد الامام الشافعي,36.1556092,5.6687794,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""مسجد الامام الشافعي"", ""name:ar"": ""مسجد الامام الشافعي"", ""name:fr"": ""Mosquée chafiie"", ""religion"": ""muslim""}",200,default_estimate,مسجد الامام الشافعي,13.5,24.6,111.0,93.0,0.5,0.4,57,2026-08-16T15:00
node,6143496090,school,مدرسة ابتدائية,مدرسة ابتدائية,36.764291,8.3280368,,,الطارف,,,"{""addr:city"": ""الطارف"", ""amenity"": ""school"", ""name"": ""مدرسة ابتدائية"", ""name:ar"": ""مدرسة ابتدائية"", ""name:fr"": ""École primaire""}",300,default_estimate,مدرسة ابتدائية,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6143496093,school,إبتدائية,إبتدائية عباسي الهادي,36.7591594,8.3439657,,,,,,"{""amenity"": ""school"", ""name"": ""إبتدائية"", ""name:ar"": ""إبتدائية عباسي الهادي"", ""name:fr"": ""École primaire Abbasi El Hady""}",300,default_estimate,إبتدائية,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6143498899,school,متوسطة,متوسطة,36.8047711,8.3318691,,,,,,"{""amenity"": ""school"", ""name"": ""متوسطة"", ""name:ar"": ""متوسطة"", ""name:en"": ""Cem"", ""name:fr"": ""École élémentaire""}",300,default_estimate,متوسطة,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6143543689,school,متوسطة تريدي علي المدعو المقدم,متوسطة,36.7581226,8.3304354,,,,,,"{""amenity"": ""school"", ""name"": ""متوسطة تريدي علي المدعو المقدم"", ""name:ar"": ""متوسطة"", ""name:en"": ""CEM Tridi Ali"", ""name:fr"": ""CEM Tridi Ali""}",300,default_estimate,متوسطة تريدي علي المدعو المقدم,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6143543989,school,مدرسة ابتدائية,مدرسة ابتدائية,36.7665962,8.3151324,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة ابتدائية"", ""name:ar"": ""مدرسة ابتدائية"", ""name:fr"": ""école primaire""}",300,default_estimate,مدرسة ابتدائية,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6149406185,school,المدرسة الإبتدائية أول نوفمبر 1954,المدرسة الإبتدائية أول نوفمبر 1954,36.1279117,6.7877426,,,,,,"{""amenity"": ""school"", ""name"": ""المدرسة الإبتدائية أول نوفمبر 1954"", ""name:ar"": ""المدرسة الإبتدائية أول نوفمبر 1954"", ""name:fr"": ""École primaire""}",300,default_estimate,المدرسة الإبتدائية أول نوفمبر 1954,9.8,31.4,107.0,96.0,0.5,0.4,54,2026-08-16T15:00
node,6161808187,school,إكمالية جفال التركي,إكمالية جفال التركي,36.7841393,8.3827961,,,,,,"{""addr:postcode"": ""36100"", ""amenity"": ""school"", ""name"": ""إكمالية جفال التركي"", ""name:ar"": ""إكمالية جفال التركي"", ""name:fr"": ""CEM Djaffal Tourki"", ""opening_hours"": ""Su-Th 08:00-16:30""}",300,default_estimate,إكمالية جفال التركي,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6161811486,school,مدرسة زعطوط نوار عين العسل,مدرسة زعطوط نوار عين العسل,36.7831654,8.3808221,,,,mla,,"{""addr:postcode"": ""36100"", ""amenity"": ""school"", ""name"": ""مدرسة زعطوط نوار عين العسل"", ""name:ar"": ""مدرسة زعطوط نوار عين العسل"", ""name:en"": ""École Zatout Nouar"", ""name:fr"": ""École Zatout Nouar"", ""opening_hours"": ""Su-Th 08:00-16:00"", ""operator"": ""mla"", ""phone"": ""0661000000""}",300,default_estimate,مدرسة زعطوط نوار عين العسل,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6161811487,place_of_worship,مسجد سعد بن زرارة,مسجد سعد بن زرارة البفة,36.7791543,8.3796593,,,,,,"{""addr:postcode"": ""36100"", ""amenity"": ""place_of_worship"", ""name"": ""مسجد سعد بن زرارة"", ""name:ar"": ""مسجد سعد بن زرارة البفة"", ""name:fr"": ""Mosquée Saad bin Zourara Al-Bafa"", ""religion"": ""muslim""}",200,default_estimate,مسجد سعد بن زرارة,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6161811488,school,مدرسة عقاب مبارك,مدرسة عقاب مبارك,36.7845079,8.3819127,,,,,,"{""addr:postcode"": ""36100"", ""amenity"": ""school"", ""language:ar"": ""main"", ""name"": ""مدرسة عقاب مبارك"", ""name:ar"": ""مدرسة عقاب مبارك"", ""name:fr"": ""Ecole Agab Mbarek"", ""opening_hours"": ""Su-Th 08:00-16:00""}",300,default_estimate,مدرسة عقاب مبارك,12.9,16.8,162.0,116.0,0.7,0.6,53,2026-08-16T15:00
node,6166028485,school,مدرسة إبتدائية خاصة,مدرسة إبتدائية خاصة,36.0716895,4.7621626,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة إبتدائية خاصة"", ""name:ar"": ""مدرسة إبتدائية خاصة"", ""name:fr"": ""École primaire""}",300,default_estimate,مدرسة إبتدائية خاصة,16.2,29.3,110.0,88.0,0.7,0.5,60,2026-08-16T15:00
node,6184987286,school,EP Ben Si Khaled Md Ouali,,36.4550983,4.6848313,,,,,,"{""amenity"": ""school"", ""name:fr"": ""EP Ben Si Khaled Md Ouali""}",300,default_estimate,EP Ben Si Khaled Md Ouali,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,6186630906,place_of_worship,,,36.5001102,4.5142211,,,,,,"{""amenity"": ""place_of_worship"", ""denomination"": ""sunni"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 263,11.3,23.7,120.0,98.0,1.0,0.5,57,2026-08-16T15:00
node,6198921685,place_of_worship,,,36.8826243,7.728433,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 264,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6225730748,place_of_worship,,,36.8536085,7.6837349,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 265,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6225747272,place_of_worship,,,36.8360482,7.6605928,,,,,,"{""amenity"": ""place_of_worship"", ""religion"": ""muslim""}",200,default_estimate,مسجد رقم 266,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6228190613,place_of_worship,مسجد السنة,مسجد السنة,36.2690788,6.5762591,,,,,,"{""amenity"": ""place_of_worship"", ""name"": ""مسجد السنة"", ""name:ar"": ""مسجد السنة"", ""religion"": ""muslim""}",200,default_estimate,مسجد السنة,9.7,21.0,127.0,104.0,0.9,0.7,59,2026-08-16T15:00
node,6240289685,school,CEM UV 18,,36.2386636,6.5617587,,,,,,"{""amenity"": ""school"", ""name"": ""CEM UV 18""}",300,default_estimate,CEM UV 18,11.2,27.9,112.0,98.0,0.8,0.5,53,2026-08-16T15:00
node,6253634288,health_facility,مصحة حجر الديس,مصحة حجر الديس,36.7896691,7.6126264,,,سيدي عمار,,,"{""addr:city"": ""سيدي عمار"", ""addr:city:ar"": ""سيدي عمار"", ""addr:place"": ""حجر الديس"", ""addr:place:ar"": ""حجر الديس"", ""amenity"": ""clinic"", ""healthcare"": ""clinic"", ""name"": ""مصحة حجر الديس"", ""name:ar"": ""مصحة حجر الديس"", ""name:fr"": ""Centre de santé Hadjar Ediss""}",20,default_estimate_non_shelter,مصحة حجر الديس,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6253636186,school,مدرسة الأمير عبد القادر,,36.7909634,7.6109996,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة الأمير عبد القادر"", ""name:fr"": ""Ecole primaire el amir abdelkader""}",300,default_estimate,مدرسة الأمير عبد القادر,13.0,23.3,158.0,116.0,0.7,0.7,60,2026-08-16T15:00
node,6256796285,school,مدرسة مدني مولود,مدرسة مدني مولود,36.4556385,6.050184,,,,,,"{""amenity"": ""school"", ""name"": ""مدرسة مدني مولود"", ""name:ar"": ""مدرسة مدني مولود"", ""name:en"": ""Madani Mouloud Elementary school"", ""name:fr"": ""Ecole primaire Madani Mouloud""}",300,default_estimate,مدرسة مدني مولود,10.8,27.3,122.0,97.0,0.9,0.6,59,2026-08-16T15:00
